Inguinal hernia	HP:0000023
Upper limb undergrowth	HP:0009824
Hypoplasia involving bones of the upper limbs	HP:0009824
Short arms	HP:0009824
Absent bones of the extremities	HP:0009825
Aplasia involving bones of the extremities	HP:0009825
Short limbs	HP:0009826
Short limb	HP:0009826
Limb undergrowth	HP:0009826
limb shortening	HP:0009826
Hypoplasia involving bones of the extremities	HP:0009826
Amelia	HP:0009827
Peromelia	HP:0009828
Phocomelia	HP:0009829
Abnormality of the distal phalanx of finger	HP:0009832
Abnormal terminal phalanges of the hand	HP:0009832
Abnormality of the distal phalanges of the hand	HP:0009832
Abnormal distal phalanx morphology of finger	HP:0009832
Abnormality of the outermost finger bone	HP:0009832
Abnormal middle phalanx morphology of the hand	HP:0009833
Abnormality of the middle phalanges of the hand	HP:0009833
Abnormality of the middle finger bones of the hand	HP:0009833
Abnormality of the innermost finger bones of the hand	HP:0009834
Abnormality of the proximal phalanges of the hand	HP:0009834
Abnormal proximal phalanx morphology of the hand	HP:0009834
Hypoplastic/aplastic distal phalanx	HP:0009835
Absent/hypoplastic distal phalanges	HP:0009835
Aplasia/Hypoplasia of the distal phalanges of the hand	HP:0009835
Aplastic/hypoplastic distal phalanges	HP:0009835
Hypoplastic to absent terminal phalanges	HP:0009835
Small or absent distal phalanges	HP:0009835
Aplasia/Hypoplasia of the distal phalanges	HP:0009835
Absent/underdeveloped outermost finger bone of the hand	HP:0009835
Hypoplastic/aplastic distal phalanges	HP:0009835
Absent/small outermost finger bone of the hand	HP:0009835
Broad, square ends of distal phalanges	HP:0009836
Broad distal phalanx of finger	HP:0009836
Broad terminal phalanges	HP:0009836
Spatulate terminal phalanges	HP:0009836
Broad outermost finger bone	HP:0009836
Broad distal phalanx	HP:0009836
Broad distal phalanges of the hand	HP:0009836
Broad distal phalanges	HP:0009836
Bullet-shaped distal phalanges of the hand	HP:0009837
Bullet-shaped outermost finger bone of the hand	HP:0009837
Curved outermost finger bone of the hand	HP:0009838
Curved distal phalanges of the hand	HP:0009838
Osteolytic defects of the distal phalanges of the hand	HP:0009839
Acroosteolysis of distal phalanges	HP:0009839
Acro-osteolysis of distal phalanges	HP:0009839
Osteolytic defects of the outermost finger bone of the hand	HP:0009839
Patchy sclerosis of the distal phalanges of the hand	HP:0009840
Patchy sclerosis of distal phalanx of finger	HP:0009840
Uneven increase in bone density in outermost finger bone	HP:0009840
Hypoplastic/aplastic middle phalanx	HP:0009843
Short/absent middle phalanges	HP:0009843
Aplasia/Hypoplasia of the middle phalanges of the hand	HP:0009843
Short to absent middle phalanges	HP:0009843
Absent/underdeveloped middle finger bone of the hand	HP:0009843
Absent/small middle finger bone of the hand	HP:0009843
Aplasia/hypoplasia of middle phalanges	HP:0009843
Absent/hypoplastic middle phalanges	HP:0009843
Aplastic/hypoplastic middle phalanges	HP:0009843
Broad middle finger bones	HP:0009844
Broad middle phalanges of finger	HP:0009844
Broad middle phalanx of finger	HP:0009844
Broad middle phalanges of the hand	HP:0009844
Bullet-shaped middle phalanges of the hand	HP:0009845
Curved middle phalanges of the hand	HP:0009846
Curved middle finger bonds of the hand	HP:0009846
Osteolytic defects of the middle phalanges of the hand	HP:0009847
Uneven increase in bone density in the middle finger bones of the hand	HP:0009848
Patchy sclerosis of middle phalanx of finger	HP:0009848
Patchy sclerosis of the middle phalanges of the hand	HP:0009848
Fused middle finger bone	HP:0009849
Symphalangism of middle phalanx of finger	HP:0009849
Triangular shaped middle phalanges of the hand	HP:0009850
Triangular shaped middle finger bones of the hand	HP:0009850
Absent/small innermost finger bones of the hand	HP:0009851
Absent/underdeveloped innermost finger bones of the hand	HP:0009851
Aplasia/Hypoplasia of the proximal phalanges of the hand	HP:0009851
Broad innermost finger bones of the hand	HP:0009852
Broad proximal phalanges of the hand	HP:0009852
Wide innermost finger bones of the hand	HP:0009852
Bullet-shaped innermost finger bones of the hand	HP:0009853
Bullet-shaped proximal phalanges of the hand	HP:0009853
Curved proximal phalanges of the hand	HP:0009854
Curved innermost finger bones of the hand	HP:0009854
Osteolytic defects of the proximal phalanges of the hand	HP:0009855
Proximal phalanges osteolysis	HP:0009855
Patchy sclerosis of proximal phalanx of finger	HP:0009856
Patchy sclerosis of the proximal phalanges of the hand	HP:0009856
Uneven increase in bone density in innermost finger bone	HP:0009856
Fused innermost hand bones	HP:0009857
Symphalangism affecting the proximal phalanges of the hand	HP:0009857
Triangular shaped proximal phalanges of the hand	HP:0009858
Triangular shaped innermost finger bone	HP:0009858
Triangular shaped distal phalanges of the hand	HP:0009875
Triangular shaped outermost bone of the hand	HP:0009875
Broad outermost hand bones	HP:0009880
Broad distal phalanges of all fingers	HP:0009880
Aplasia of outermost hand bone	HP:0009881
Absent outermost hand bone	HP:0009881
Absent distal phalanges of the hand	HP:0009881
Aplasia of the distal phalanges of the hand	HP:0009881
Short distal phalanx of finger	HP:0009882
Terminal phalangeal hypoplasia of hand	HP:0009882
Hypoplasia of the distal phalanges of the hand	HP:0009882
Short distal phalanges	HP:0009882
Distal phalangeal hypoplasia	HP:0009882
Hypoplastic terminal phalanges	HP:0009882
Hypoplastic distal phalanges	HP:0009882
Short outermost finger bone	HP:0009882
Brachytelophalangy	HP:0009882
Hypoplasia of the distal phalanges	HP:0009882
Duplication of the distal phalanx of hand	HP:0009883
Duplication of the outermost bone of hand	HP:0009883
Notched outermost bone of hand	HP:0009883
Bifid terminal phalanges	HP:0009883
Partial/complete duplication of the distal phalanges of the hand	HP:0009883
Tapered distal phalanges of finger	HP:0009884
Tapered outermost finger bone	HP:0009884
Tapered distal phalanges of the hand	HP:0009884
Tapered distal phalanges	HP:0009884
Abnormality of the crus of the ear	HP:0009895
Abnormality of the crus of the helix	HP:0009895
Railroad track sign	HP:0009897
Railroad track ears	HP:0009897
Horizontal crus of helix	HP:0009897
Horizontal orientation of the crus of helix	HP:0009897
Helix, crus, horizontal	HP:0009897
Horizontal orientation of the ear crus	HP:0009897
Hypoplasia of the crus of the ear	HP:0009898
Underdeveloped crus of the ear	HP:0009898
Underdeveloped crus of the helix	HP:0009898
Hyperplastic helix crus	HP:0009899
Prominent crus of helix	HP:0009899
Hypertrophic helix crus	HP:0009899
Helix, crus, prominent	HP:0009899
Abnormal prominence of the crus of the ear	HP:0009899
Abnormal temporal bone morphology	HP:0009911
Abnormality of the temporal bone	HP:0009911
Mandibular aplasia	HP:0009939
Absence of lower jaw bone	HP:0009939
Failure of development of lower jaw	HP:0009939
Absence of mandible	HP:0009939
Absent mandible	HP:0009939
Failure of development of mandible	HP:0009939
Absence of lower jaw	HP:0009939
Missing lower jaw	HP:0009939
Agenesis of the mandible	HP:0009939
Agnathia	HP:0009939
Absence of lower jaw bones	HP:0009939
Aplasia of the lower jaw bone	HP:0009939
Asymmetry of lower jaw	HP:0009940
Lower jaw shifted to one side	HP:0009940
Deviation of lower jaw	HP:0009940
Crooked lower jaw	HP:0009940
Deviation of the mandible	HP:0009940
Uneven lower jaw	HP:0009940
Canted mandible	HP:0009940
Tilted mandible	HP:0009940
Deviation of mandible	HP:0009940
Uneven mandible	HP:0009940
Deviation of the lower jaw	HP:0009940
Tilted lower jaw	HP:0009940
Canted lower jaw	HP:0009940
Asymmetry of the mandible	HP:0009940
Duplication of phalanx of thumb	HP:0009942
Duplicated thumbs	HP:0009942
Complete/partial duplication of phalanges of the thumb	HP:0009942
Duplicated thumb	HP:0009942
Duplication of thumb phalanx	HP:0009942
Complete duplication of the phalanges of the thumb	HP:0009943
Digitalization of thumb	HP:0009943
Complete duplication of thumb bones	HP:0009943
Digitalization of thumbs	HP:0009943
Complete duplication of thumb phalanx	HP:0009943
Partial duplication of the phalanges of the thumb	HP:0009944
Partial duplication of thumb phalanx	HP:0009944
Partial duplication of the thumb bones	HP:0009944
Notching of thumb phalanges	HP:0009944
Bifid thumb	HP:0009944
Duplication of phalanx of 2nd finger	HP:0009945
Duplication of the bones of index finger	HP:0009945
Partial/complete duplication of phalanges of the 2nd finger	HP:0009945
Polydactyly affecting the 2nd finger	HP:0009946
Extra index finger	HP:0009946
Partial/complete duplication of the proximal phalanx of the 2nd finger	HP:0009947
Duplication of the proximal bone of the index finger	HP:0009947
Duplication of the proximal phalanx of the 2nd finger	HP:0009947
Duplication of the distal phalanx of the 2nd finger	HP:0009948
Partial/complete duplication of the distal phalanx of the 2nd finger	HP:0009948
Partial/complete duplication of the outermost bone of the index finger	HP:0009948
Partial/complete duplication of the middle phalanx of the 2nd finger	HP:0009949
Partial/complete duplication of the middle bone of the index finger	HP:0009949
Duplication of the middle phalanx of the 2nd finger	HP:0009949
Complete duplication of the outermost bone of the index finger	HP:0009950
Complete duplication of the distal phalanx of the 2nd finger	HP:0009950
Partial duplication of the outermost bone of the 2nd finger	HP:0009951
Bifid terminal phalanx of the 2nd finger	HP:0009951
Partial duplication of the distal phalanx of the 2nd finger	HP:0009951
Notched outermost bone of the index finger	HP:0009951
Complete duplication of the middle phalanx of the 2nd finger	HP:0009952
Complete duplication of the middle bone of the index finger	HP:0009952
Partial duplication of the middle bone of the index finger	HP:0009953
Partial duplication of the middle phalanx of the 2nd finger	HP:0009953
Complete duplication of the proximal phalanx of the 2nd finger	HP:0009954
Complete duplication of the proximal bone of the index finger	HP:0009954
Partial duplication of the proximal bones of the index finger	HP:0009955
Partial duplication of the proximal phalanx of the 2nd finger	HP:0009955
Partial duplication of the bones of the index finger	HP:0009956
Partial duplication of the phalanges of the 2nd finger	HP:0009956
Complete duplication of the phalanges of the 2nd finger	HP:0009957
Complete duplication of the bones of the index finger	HP:0009957
Extra middle finger	HP:0009958
Polydactyly affecting the 3rd finger	HP:0009958
Duplication of phalanx of 3rd finger	HP:0009959
Duplication of middle finger bone	HP:0009959
Partial/complete duplication of phalanges of the 3rd finger	HP:0009959
Complete duplication of middle finger bones	HP:0009960
Complete duplication of the phalanges of the 3rd finger	HP:0009960
Partial duplication of middle finger bones	HP:0009961
Partial duplication of the phalanges of the 3rd finger	HP:0009961
Duplication of the distal phalanx of the 3rd finger	HP:0009962
Partial/complete duplication of the outermost bone of the middle finger	HP:0009962
Partial/complete duplication of the distal phalanx of the 3rd finger	HP:0009962
Duplication of the middle phalanx of the 3rd finger	HP:0009963
Duplication of the middle bone of the middle finger	HP:0009963
Partial/complete duplication of the middle phalanx of the 3rd finger	HP:0009963
Partial/complete duplication of the proximal phalanx of the 3rd finger	HP:0009964
Duplication of the proximal bone of the middle finger	HP:0009964
Duplication of the proximal phalanx of the 3rd finger	HP:0009964
Complete duplication of the outermost bone of the 3rd finger	HP:0009965
Complete duplication of the distal phalanx of the 3rd finger	HP:0009965
Complete duplication of the middle phalanx of the 3rd finger	HP:0009966
Complete duplication of the middle bone of the middle finger	HP:0009966
Complete duplication of the proximal phalanx of the 3rd finger	HP:0009967
Complete duplication of the innermost bone of the 3rd finger	HP:0009967
Partial duplication of the distal phalanx of the 3rd finger	HP:0009968
Partial duplication of the outermost bone of the middle finger	HP:0009968
Bifid terminal phalanx of the 3rd finger	HP:0009968
Notched outermost bone of the middle finger	HP:0009968
Partial duplication of the middle bone of the 3rd finger	HP:0009969
Partial duplication of the middle phalanx of the 3rd finger	HP:0009969
Partial duplication of the proximal phalanx of the 3rd finger	HP:0009970
Partial duplication of the proximal bone of the middle finger	HP:0009970
Extra ring finger	HP:0009971
Polydactyly affecting the 4th finger	HP:0009971
Duplication of bones of the ring finger	HP:0009972
Duplication of phalanx of 4th finger	HP:0009972
Partial/complete duplication of phalanges of the 4th finger	HP:0009972
Complete duplication of the phalanges of the 4th finger	HP:0009973
Complete duplication of the bones of the ring finger	HP:0009973
Partial duplication of the phalanges of the 4th finger	HP:0009974
Partial duplication of the bones of the ring finger	HP:0009974
Partial/complete duplication of the outermost bone of the ring finger	HP:0009975
Duplication of the distal phalanx of the 4th finger	HP:0009975
Partial/complete duplication of the distal phalanx of the 4th finger	HP:0009975
Partial/complete duplication of the middle bone of the ring finger	HP:0009976
Duplication of the middle phalanx of the 4th finger	HP:0009976
Partial/complete duplication of the middle phalanx of the 4th finger	HP:0009976
Duplication of the proximal bone of the ring finger	HP:0009977
Partial/complete duplication of the proximal phalanx of the 4th finger	HP:0009977
Duplication of the proximal phalanx of the 4th finger	HP:0009977
Complete duplication of the distal phalanx of the 4th finger	HP:0009978
Complete duplication of the outermost bone of the ring finger	HP:0009978
Complete duplication of the middle phalanx of the 4th finger	HP:0009979
Complete duplication of the middle bone of the ring finger	HP:0009979
Complete duplication of the proximal bone of the ring finger	HP:0009980
Complete duplication of the proximal phalanx of the 4th finger	HP:0009980
Bifid terminal phalanx of the 4th finger	HP:0009981
Partial duplication of the distal phalanx of the 4th finger	HP:0009981
Partial duplication of the outermost bone of the ring finger	HP:0009981
Notched outermost bone of the ring finger	HP:0009981
Partial duplication of the middle bone of the ring finger	HP:0009982
Partial duplication of the middle phalanx of the 4th finger	HP:0009982
Partial duplication of the proximal phalanx of the 4th finger	HP:0009983
Partial duplication of the innermost bone of the ring finger	HP:0009983
Partial/complete duplication of pinkie finger bone	HP:0009985
Duplication of phalanx of 5th finger	HP:0009985
Partial/complete duplication of phalanges of the 5th finger	HP:0009985
Partial/complete duplication of little finger bone	HP:0009985
Partial/complete duplication of pinky finger bone	HP:0009985
Complete duplication of the pinky finger bone	HP:0009986
Complete duplication of the little finger bone	HP:0009986
Complete duplication of the phalanges of the 5th finger	HP:0009986
Complete duplication of the pinkie finger bone	HP:0009986
Partial duplication of the pinky finger bone	HP:0009987
Partial duplication of the pinkie finger bone	HP:0009987
Partial duplication of the phalanges of the 5th finger	HP:0009987
Partial duplication of the little finger bone	HP:0009987
Duplication of the distal phalanx of the 5th finger	HP:0009988
Duplication of the outermost little finger bone	HP:0009988
Duplication of the outermost pinky finger bone	HP:0009988
Partial/complete duplication of the distal phalanx of the 5th finger	HP:0009988
Duplication of the outermost pinkie finger bone	HP:0009988
Partial/complete duplication of the middle phalanx of the 5th finger	HP:0009989
Duplication of the middle pinky finger bone	HP:0009989
Duplication of the middle phalanx of the 5th finger	HP:0009989
Duplication of the middle little finger bone	HP:0009989
Duplication of the middle pinkie finger bone	HP:0009989
Duplication of the proximal phalanx of the 5th finger	HP:0009990
Duplication of the innermost little finger bone	HP:0009990
Partial/complete duplication of the proximal phalanx of the 5th finger	HP:0009990
Duplication of the innermost pinkie finger bone	HP:0009990
Duplication of the innermost pinky finger bone	HP:0009990
Complete duplication of the distal phalanx of the 5th finger	HP:0009991
Complete duplication of the outermost little finger bone	HP:0009991
Complete duplication of the outermost pinkie finger bone	HP:0009991
Complete duplication of the outermost pinky finger bone	HP:0009991
Complete duplication of the middle phalanx of the 5th finger	HP:0009992
Complete duplication of the middle little finger bone	HP:0009992
Complete duplication of the middle pinky finger bone	HP:0009992
Complete duplication of the middle pinkie finger bone	HP:0009992
Complete duplication of the proximal phalanx of the 5th finger	HP:0009993
Complete duplication of the innermost pinkie finger bone	HP:0009993
Complete duplication of the innermost little finger bone	HP:0009993
Complete duplication of the innermost pinky finger bone	HP:0009993
Partial duplication of outermost little finger bone	HP:0009994
Bifid terminal phalanx of the 5th finger	HP:0009994
Partial duplication of outermost pinkie finger bone	HP:0009994
Notched outermost pinky finger bone	HP:0009994
Partial duplication of the distal phalanx of the 5th finger	HP:0009994
Partial duplication of outermost pinky finger bone	HP:0009994
Partial duplication of the middle pinky finger bone	HP:0009995
Partial duplication of the middle little finger bone	HP:0009995
Partial duplication of the middle phalanx of the 5th finger	HP:0009995
Partial duplication of the middle pinkie finger bone	HP:0009995
Partial duplication of the innermost pinkie finger bone	HP:0009996
Partial duplication of the innermost little finger bone	HP:0009996
Partial duplication of the proximal phalanx of the 5th finger	HP:0009996
Partial duplication of the innermost pinky finger bone	HP:0009996
Duplication of finger bones	HP:0009997
Duplication of phalanx of hand	HP:0009997
Complete duplication of hand bones	HP:0009998
Complete duplication of phalanx of hand	HP:0009998
Partial duplication of hand bones	HP:0009999
Partial duplication of the phalanx of hand	HP:0009999
Complete duplication of the innermost bones of the hand	HP:0010000
Complete duplication of the proximal phalanges of the hand	HP:0010000
Complete duplication of the distal phalanges of the hand	HP:0010001
Complete duplication of the outermost bones of the hand	HP:0010001
Complete duplication of the middle phalanges of the hand	HP:0010002
Complete duplication of the middle bones of the hand	HP:0010002
Partial duplication of the innermost bones of the hand	HP:0010003
Partial duplication of the proximal phalanges of the hand	HP:0010003
Bifid terminal phalanges of the hand	HP:0010004
Partial duplication of the outermost bone of the hand	HP:0010004
Partial duplication of the distal phalanges of the hand	HP:0010004
Partial duplication of the middle bones of hand	HP:0010005
Partial duplication of the middle phalanges of the hand	HP:0010005
Duplication of the proximal phalanx of hand	HP:0010006
Duplication of the innermost bones of hand	HP:0010006
Partial/complete duplication of the proximal phalanges of the hand	HP:0010006
Partial/complete duplication of the middle phalanges of the hand	HP:0010008
Duplication of the middle bones of hand	HP:0010008
Duplication of the middle phalanx of hand	HP:0010008
Abnormal 1st metacarpal morphology	HP:0010009
Abnormality of the 1st long bone of hand	HP:0010009
Abnormality of the 1st metacarpal	HP:0010009
Abnormal 2nd metacarpal morphology	HP:0010010
Abnormality of the 2nd long bone of hand	HP:0010010
Abnormality of the 2nd metacarpal	HP:0010010
Abnormal 3rd metacarpal morphology	HP:0010011
Abnormality of the 3rd metacarpal	HP:0010011
Abnormality of the 3rd long bone of hand	HP:0010011
Abnormality of the 4th metacarpal	HP:0010012
Abnormality of the 4th long bone of hand	HP:0010012
Abnormal 4th metacarpal morphology	HP:0010012
Abnormality of the 5th metacarpal	HP:0010013
Abnormality of the 5th long bone of hand	HP:0010013
Abnormal 5th metacarpal morphology	HP:0010013
Abnormality of the end part of the 1st long bone of hand	HP:0010014
Abnormality of the epiphysis of the 1st metacarpal	HP:0010014
Absent end part of the 1st long bone of hand	HP:0010015
Absent epiphysis of the 1st metacarpal	HP:0010015
Bracket shaped end part of 1st long bone of hand	HP:0010016
Bracket epiphysis of the 1st metacarpal	HP:0010016
Cone-shaped epiphysis of the 1st metacarpal	HP:0010017
Cone-shaped end part of the 1st long bone of hand	HP:0010017
Enlarged epiphysis of the 1st metacarpal	HP:0010018
Enlarged end part of the 1st long bone of hand	HP:0010018
Fragmentation of the epiphysis of the 1st metacarpal	HP:0010019
Fragmentation of the end part of the 1st long bone of hand	HP:0010019
Irregular epiphysis of the 1st metacarpal	HP:0010020
Irregular end part of the 1st long bone of hand	HP:0010020
Ivory epiphysis of the 1st metacarpal	HP:0010021
Increased bone density of end part of the 1st long bone of hand	HP:0010021
Pseudoepiphysis of the 1st metacarpal	HP:0010022
Small epiphysis of the 1st metacarpal	HP:0010023
Small end part of the 1st long bone of hand	HP:0010023
Speckled calcifications in the end part of the first long bone of hand	HP:0010024
Stippling of the epiphysis of the 1st metacarpal	HP:0010024
Epiphyseal stippling of the first metacarpal	HP:0010024
Triangular epiphysis of the 1st metacarpal	HP:0010025
Triangular end part of the 1st long bone of hand	HP:0010025
Absent/small 1st long bone of hand	HP:0010026
Aplasia/Hypoplasia of the 1st metacarpal	HP:0010026
Absent/underdeveloped 1st long bone of hand	HP:0010026
Broad 1st metacarpal	HP:0010027
Wide 1st long bone of hand	HP:0010027
Bullet-shaped 1st long bone of hand	HP:0010028
Bullet-shaped 1st metacarpal	HP:0010028
Curved 1st metacarpal	HP:0010029
Curved 1st long bone of hand	HP:0010029
Osteolytic defects of the 1st metacarpal	HP:0010030
Patchy sclerosis of the 1st metacarpal	HP:0010031
Uneven increase in bone density in 1st long bone of hand	HP:0010031
Triangular shaped 1st metacarpal	HP:0010033
Triangular shaped 1st long bone of hand	HP:0010033
Short first metacarpal	HP:0010034
Short first metacarpals	HP:0010034
Shortened 1st long bone of hand	HP:0010034
First metacarpal hypoplasia	HP:0010034
First metacarpals hypoplastic	HP:0010034
Hypoplastic 1st metacarpal	HP:0010034
Short 1st metacarpal	HP:0010034
Absent first metacarpal	HP:0010035
Aplasia of the 1st metacarpal	HP:0010035
Absent 1st long bone of hand	HP:0010035
Absent/underdeveloped 2nd long bone of hand	HP:0010036
Aplasia/Hypoplasia of the 2nd metacarpal	HP:0010036
Absent/small 2nd long bone of hand	HP:0010036
Absent 2nd long bone of hand	HP:0010037
Aplasia of the 2nd metacarpal	HP:0010037
Rudimentary 2nd metacarpal	HP:0010038
Shortened 2nd long bone of hand	HP:0010038
Short 2nd metacarpal	HP:0010038
Hypoplastic 2nd metacarpal	HP:0010038
Absent/underdeveloped 3rd long bone of hand	HP:0010039
Aplasia/Hypoplasia of the 3rd metacarpal	HP:0010039
Absent/small 3rd long bone of hand	HP:0010039
Absent 3rd long bone of hand	HP:0010040
Aplasia of the 3rd metacarpal	HP:0010040
Shortened 3rd long bone of hand	HP:0010041
Small 3rd metacarpals	HP:0010041
Short third metacarpals	HP:0010041
Short 3rd metacarpal	HP:0010041
Hypoplastic 3rd metacarpal	HP:0010041
Absent/small 4th long bone of hand	HP:0010042
Absent/underdeveloped 4th long bone of hand	HP:0010042
Aplasia/Hypoplasia of the 4th metacarpal	HP:0010042
Aplasia of the 4th metacarpal	HP:0010043
Absent 4th long bone of hand	HP:0010043
Shortened 4th long bone of hand	HP:0010044
Short 4th metacarpals	HP:0010044
Short 4th metacarpal	HP:0010044
Short fourth metacarpals	HP:0010044
Hypoplastic fourth metacarpal	HP:0010044
Aplasia/Hypoplasia of the 5th metacarpal	HP:0010045
Absent/underdeveloped 5th long bone of hand	HP:0010045
Absent/small 5th long bone of hand	HP:0010045
Absent 5th long bone of hand	HP:0010046
Aplasia of the 5th metacarpal	HP:0010046
Absent 5th metacarpal	HP:0010046
Short 5th metacarpal	HP:0010047
Shortened 5th long bone of hand	HP:0010047
Short fifth metacarpals	HP:0010047
Hypoplastic 5th metacarpal	HP:0010047
Fifth metacarpal hypoplasia	HP:0010047
Short fifth metacarpal	HP:0010047
Absent metacarpals	HP:0010048
Absent long bone of hand	HP:0010048
Aplasia of metacarpal bones	HP:0010048
Absent metacarpal	HP:0010048
Short metacarpal bones	HP:0010049
Hypoplastic metacarpal	HP:0010049
Shortened long bones of hand	HP:0010049
Shortened metacarpals	HP:0010049
Short metacarpal	HP:0010049
Shortened long bone of hand	HP:0010049
Short metacarpals	HP:0010049
Shortening of metacarpals	HP:0010049
Metacarpal hypoplasia	HP:0010049
Brachymetacarpalia	HP:0010049
Deviation of the hallux	HP:0010051
Displacement of the hallux	HP:0010051
Displacement of big toe	HP:0010051
Abnormal morphology of the proximal phalanx of the hallux	HP:0010052
Abnormal innermost big toe bone	HP:0010052
Abnormality of the proximal phalanx of the hallux	HP:0010052
Abnormality of the outermost bone of the big toe	HP:0010053
Abnormality of the distal phalanx of the hallux	HP:0010053
Abnormality of the first metatarsal bone	HP:0010054
Abnormality of the 1st long bone of foot	HP:0010054
Broad great toes	HP:0010055
Broad great toe	HP:0010055
Broad big toe	HP:0010055
Broad hallux	HP:0010055
Abnormally broad great toes	HP:0010055
Broad halluces	HP:0010055
Wide big toe	HP:0010055
Abnormality of the epiphyses of the hallux	HP:0010056
Abnormality of the end part of the big toe bone	HP:0010056
Abnormal big toe bones	HP:0010057
Abnormal hallux phalanx morphology	HP:0010057
Abnormality of the phalanges of the hallux	HP:0010057
Absent/small big toe bone	HP:0010058
Aplasia/Hypoplasia of the phalanges of the hallux	HP:0010058
Absent/underdeveloped big toe bone	HP:0010058
Broad bone of big toe	HP:0010059
Broad phalanges of the hallux	HP:0010059
Wide bone of big toe	HP:0010059
Broad hallux phalanx	HP:0010059
Bullet-shaped bone of big toe	HP:0010060
Bullet-shaped hallux phalanx	HP:0010060
Bullet-shaped phalanges of the hallux	HP:0010060
Curved phalanges of the hallux	HP:0010061
Curve bones of big toe	HP:0010061
Curved hallux phalanx	HP:0010061
Osteolytic defects of the phalanges of the hallux	HP:0010062
Patchy sclerosis of hallux phalanx	HP:0010063
Uneven increase in bone density in big toe bone	HP:0010063
Patchy sclerosis of the phalanges of the hallux	HP:0010063
Fused big toe bones	HP:0010064
Symphalangism affecting the phalanges of the hallux	HP:0010064
hallucal symphalangism	HP:0010064
Triangular shaped bones of big toe	HP:0010065
Triangular shaped phalanges of the hallux	HP:0010065
Duplication of big toe bone	HP:0010066
Hallucal duplication	HP:0010066
Partial/complete duplication of the phalanges of the hallux	HP:0010066
Duplication of great toes	HP:0010066
Duplication of phalanx of hallux	HP:0010066
Duplication of phalanx of big toe	HP:0010066
Duplicated hallux	HP:0010066
Aplasia/hypoplasia of the 1st metatarsal	HP:0010067
Absent/small 1st long bone of foot	HP:0010067
Absent/underdeveloped 1st long bone of foot	HP:0010067
Broad first metatarsal	HP:0010068
Broad 1st metatarsal	HP:0010068
Enlarged first metatarsal	HP:0010068
Wide 1st long bone of foot	HP:0010068
Bullet-shaped 1st long bone of foot	HP:0010069
Bullet-shaped 1st metatarsal	HP:0010069
Curved 1st metatarsal	HP:0010070
Curved 1st long bone of foot	HP:0010070
Osteolytic defects of the 1st metatarsal	HP:0010071
Patchy sclerosis of the 1st metatarsal	HP:0010072
Uneven increase in bone density of the 1st long bone of foot	HP:0010072
Fusion involving the 1st long bone of foot	HP:0010073
Synostosis involving the 1st metatarsal	HP:0010073
Triangular shaped 1st metatarsal	HP:0010074
Triangular shaped 1st long bone of foot	HP:0010074
Duplication of the 1st metatarsal	HP:0010075
Duplicated 1st long bone of foot	HP:0010075
Duplicated first metatarsals	HP:0010075
Aplasia/Hypoplasia of the distal phalanx of the hallux	HP:0010076
Absent/underdeveloped outermost big toe bone	HP:0010076
Absent/small outermost big toe bone	HP:0010076
Wide outermost bone of big toe	HP:0010077
Broad outermost bone of big toe	HP:0010077
Broad distal phalanx of the hallux	HP:0010077
Bullet-shaped outermost bone of big toe	HP:0010078
Bullet-shaped distal phalanx of the hallux	HP:0010078
Curved distal phalanx of the hallux	HP:0010079
Curved outermost bone of big toe	HP:0010079
Osteolytic defects of the distal phalanx of the hallux	HP:0010080
Uneven increase in bone density in the outermost bone of big toe	HP:0010081
Patchy sclerosis of the distal phalanx of the hallux	HP:0010081
Fused outermost bone of big toe	HP:0010082
Symphalangism affecting the distal phalanx of the hallux	HP:0010082
Triangular shaped outermost bone of the big toe	HP:0010083
Triangular shaped distal phalanx of the hallux	HP:0010083
Partial/complete duplication of the distal phalanx of the hallux	HP:0010084
Duplication of the distal phalanx of the hallux	HP:0010084
Duplication of the outermost bone of big toe	HP:0010084
Absent/underdeveloped innermost big toe bone	HP:0010085
Aplasia/Hypoplasia of the proximal phalanx of the hallux	HP:0010085
Absent/small innermost big toe bone	HP:0010085
Broad proximal phalanx of the big toe	HP:0010086
Broad proximal phalanx of the hallux	HP:0010086
Broad innermost bone of the big toe	HP:0010086
Bullet-shaped innermost bone of the big toe	HP:0010087
Bullet-shaped proximal phalanx of the hallux	HP:0010087
Curved proximal phalanx of the hallux	HP:0010088
Curved innermost bone of the big toe	HP:0010088
Osteolytic defects of the proximal phalanx of the hallux	HP:0010089
Patchy sclerosis of the proximal phalanx of the hallux	HP:0010090
Uneven increase in bone density in the innermost bone of the big toe	HP:0010090
Symphalangism affecting the proximal phalanx of the hallux	HP:0010091
Fused innermost bone of big toe	HP:0010091
Triangular shaped proximal phalanx of the hallux	HP:0010092
Triangular shaped innermost bone of big toe	HP:0010092
Duplication of the proximal phalanx of the hallux	HP:0010093
Duplication of the innermost bone of big toe	HP:0010093
Complete duplication of the innermost bone of big toe	HP:0010094
Complete duplication of the proximal phalanx of the hallux	HP:0010094
Partial duplication of the innermost bone of big toe	HP:0010095
Partial duplication of the proximal phalanx of the hallux	HP:0010095
Complete duplication of the distal phalanx of the hallux	HP:0010096
Complete duplication of the outermost bone of the big toe	HP:0010096
Notched outermost bone of big toe	HP:0010097
Bifid distal phalanx of hallux	HP:0010097
Partial duplication of the outermost bone of big toe	HP:0010097
