Inguinal hernia	HP:0000023
Abnormal proportion of CD4+ central memory cells	None
Thickened cortex of bones	None
EMG: positive sharp waves	None
Small radial epiphyses	None
Abnormal shape of ankle bones	None
Irregular tarsal bones	None
EMG: continuous motor unit activity at rest	None
Partial duplication of the middle bone of the little toe	None
Partial duplication of the middle bone of the pinkie toe	None
Partial duplication of the middle bone of the pinky toe	None
Partial duplication of the middle phalanx of the 5th toe	None
Partial duplication of the middle phalanx of the fifth toe	None
Absent ocular muscles	None
Absent extraocular muscles	None
Missing eye muscles	None
Cone-shaped epiphyses of the middle phalanges of the hand	None
Cone-shaped epiphyses of middle phalanges	None
Cone-shaped end part of the middle hand bones	None
Cone-shaped end part of the middle bone of the 2nd toe	None
Cone-shaped epiphysis of the middle phalanx of the 2nd toe	None
Bracket epiphysis of the proximal phalanx of the 2nd finger	None
Bracket shaped end part of innermost long bone of index finger	None
Bracket epiphyses of proximal index finger phalanx	None
Absent proximal phalanges	None
Aplasia of the proximal phalanges of the hand	None
Absent innermost bones	None
Reduced lumbar lordosis	None
Lumbar hypolordosis	None
Abnormal epiphysis morphology of the phalanges of the hand	None
Absent sternal ossification	None
Absent sternal mineralization	None
Absent bone maturation in sternum	None
Lack of sternal ossification	None
Talipes varus	None
Pes adductus	None
Pes varus	None
Osteolytic defects of the phalanges of the 4th finger	None
Lytic defects of the phalanges of the ring finger	None
First metacarpophalangeal joint synostosis	None
Synostosis involving the 1st metacarpal	None
Fusion involving 1st long bone of hand	None
Symphalangism affecting the 1st metacarpal	None
Wide/broad humeral metaphysis	None
Flared humerus	None
Flared humeral metaphysis	None
Flared wide portion of long bone of upper arm	None
Widened proximal tibial metaphyses	None
Wide innermost wide portion of shankbone bone	None
Wide innermost wide portion of shinbone bone	None
General absence of subcutaneous fat	None
Absence of subcutaneous fat	None
Absent fat below the skin	None
Lack of fatty tissue below the skin	None
Short middle phalanx of the 4th toe	None
Short middle bone of 4th toe	None
Hypoplastic/small middle phalanx of the 4th toe	None
Short middle phalanx of the fourth toe	None
Short metacarpal bones	None
Hypoplastic metacarpal	None
Shortened long bones of hand	None
Shortened metacarpals	None
Short metacarpal	None
Shortened long bone of hand	None
Short metacarpals	None
Shortening of metacarpals	None
Metacarpal hypoplasia	None
Brachymetacarpalia	None
Olecranon fracture	None
Abnormal sacrum morphology	None
Abnormality of the sacrum	None
Coat hanger sign of ribs	None
Aplasia of the phalanges of the 2nd toe	None
Absent 2nd toe bones	None
Diaphyseal widening	None
Diaphyseal undertubulation	None
Undertubulated long bones	None
Undertubulation of diaphyses	None
Thickening of shaft or central part of long bones	None
Failure of development of ethmoid sinuses	None
Absent ethmoidal sinuses	None
Agenesis of ethmoid sinuses	None
Missing ethmoid sinuses	None
Broad proximal phalanx of the 5th toe	None
Broad innermost bone of the pinky toe	None
Broad innermost bone of the little toe	None
Broad innermost bone of the pinkie toe	None
Malformation of facial adipose tissue	None
Abnormality of facial fat	None
Abnormality of facial adipose tissue	None
Deformity of facial adipose tissue	None
Splayed end part of bone	None
Splayed epiphyses	None
Abnormality of the middle bone of 3rd toe	None
Abnormality of the middle phalanx of the 3rd toe	None
Patchy sclerosis of the middle phalanx of the 3rd toe	None
Uneven increase in bone density in the middle bone of the 3rd toe	None
C1-C2 vertebral abnormality	None
Late-onset proximal muscle weakness	None
Partial duplication of the innermost pinkie finger bone	None
Partial duplication of the innermost little finger bone	None
Partial duplication of the proximal phalanx of the 5th finger	None
Partial duplication of the innermost pinky finger bone	None
Absent epiphysis of the distal phalanx of the hallux	None
Absent end part of the outermost bone of the big toe	None
Abnormality of the fingertips	None
Abnormal fingertip morphology	None
Curved proximal toe phalanx	None
Curved proximal phalanges of the toes	None
Curved innermost toe bones	None
Osteochondromyxoma	None
Osteosclerosis of the ulna	None
Sclerotic ulna	None
Fragmentation of the epiphyses of the distal phalanges of the hand	None
Fragmentation of the end part of the outermost hand bones	None
Aplasia/Hypoplasia of the mandible	None
Abnormal frontalis muscle physiology	None
Abnormality of the epiphysis of the middle phalanx of the 3rd finger	None
Abnormality of the middle part of the middle bone of the middle finger	None
Hour glass shaped hypophysial fossa	None
Hour glass shaped sella turcica	None
Omega shaped hypophysial fossa	None
Omega shaped pituitary fossa	None
Omega shaped sella turcica	None
J-shaped pituitary fossa	None
J-shaped hypophysial fossa	None
J-shaped sella	None
Hour glass shaped pituitary fossa	None
J-shaped sella turcica	None
Avascular necrosis of the capital femoral epiphysis	None
Coxa plana	None
Osteochondrosis of the femoral head	None
Perthes-like femoral head changes	None
Legg-Calve-Perthes syndrome	None
Legg-Perthes disease	None
Morbus Legg-Calve-Perthes	None
Osteonecrosis of the femoral head	None
limb girdle muscular dystrophy	None
Limb-girdle muscular dystrophy	None
Broad proximal phalanx of toe	None
Broad innermost toe bone	None
Spasticity of the facial muscles	None
Increased stiffness of facial muscles	None
Increased tone of facial muscles	None
Spasticity of facial muscles	None
Curved proximal phalanx of the 3rd toe	None
Curved innermost bone of 3rd toe	None
Abnormality of masseter muscle	None
Increased length of the tibia	None
Increased length of shankbone	None
Increased length of shinbone	None
Speckled calcifications in end part of innermost long bone of upper arm	None
Stippled calcification proximal humeral epiphyses	None
Toe pain	None
Ivory epiphyses of the proximal phalanges of the hand	None
Increased bone density of end part of the innermost hand bones	None
Femoral aplasia	None
Absent femur	None
Aplasia of the femur	None
Absent thighbone	None
Joint contracture of the hand	None
Contractures of the hands	None
Contractures involving the hands	None
Complete duplication of the 1st long bone of foot	None
Complete duplication of the 1st metatarsal	None
Abnormality of temporalis muscle	None
Lateral femoral bowing	None
Bifid terminal phalanx of the 4th finger	None
Partial duplication of the distal phalanx of the 4th finger	None
Partial duplication of the outermost bone of the ring finger	None
Notched outermost bone of the ring finger	None
Premature epimetaphyseal fusion in radius	None
Minimal fat below the skin	None
Minimal subcutaneous fat	None
Postaxial polydactyly type A	None
Aortic valve calcification	None
Speckled calcifications in the end part of the outermost bone of the ring finger	None
Stippling of the epiphysis of the distal phalanx of the 4th finger	None
Patchy sclerosis of the distal phalanx of the 4th toe	None
Uneven increase in bone density in the outermost bone of the 4th toe	None
Distal symphalangism	None
Symphalangism, distal	None
Hypoplastic middle phalanx	None
Short middle phalanx of finger	None
Hypoplastic middle phalanges	None
Short middle bone of finger	None
Hypoplasia of the middle phalanges of the hand	None
Short middle phalanges	None
Brachymesophalangy	None
Disproportionately short middle phalanges	None
Midphalangeal hypoplasia	None
Shortened middle finger bones	None
Amyotrophy of ankle musculature	None
Widened metacarpal shaft	None
Broad shaft of long bone of hand	None
Increased vertebral height	None
Tall vertebral bodies	None
Cone-shaped epiphysis of the distal phalanx of the 4th toe	None
Cone-shaped end part of the outermost bone of the 4th toe	None
Hypoplasia of proximal radius	None
Proximal radial shortening	None
Excessive growth of facial skeleton	None
Increased ossification of facial bones	None
Overgrowth of the facial bones	None
Excessive growth of facial bones	None
Hyperostosis of facial skeleton	None
Enlargement of facial skeleton	None
Increase in size of the facial bones	None
Enlargement of the facial bones	None
Increased ossification of facial skeleton	None
Facial hyperostosis	None
Enlargement of facial bones	None
Overgrowth of facial bones	None
Hypertrophy of the facial bones	None
Hyperostosis of facial bones	None
Hypertrophy of facial bones	None
Hypertrophy of facial skeleton	None
Overgrowth of facial skeleton	None
Fused thoracic vertebrae	None
Abnormality of the end part of the middle hand bones	None
Abnormality of the epiphyses of the middle phalanges of the hand	None
Fractured pelvic region of trunk	None
Pelvis fracture	None
Pelvic fracture	None
Abnormal ossification of the pubic bone	None
Abnormal maturation of the pubic bone	None
Abnormality of muscle of facial expression	None
Abnormality of musculature of facial expression	None
Hypoplastic frontal bones	None
Hypotrophic frontal bones	None
Underdevelopment of bone of forehead	None
Hypoplasia of the frontal bone	None
Hypotrophic frontal bone	None
Thin bone of forehead	None
Small bone of forehead	None
Decreased size of bone of forehead	None
Absent end part of the 1st long bone of hand	None
Absent epiphysis of the 1st metacarpal	None
Absent end part of the 1st long bone of foot	None
Absent epiphysis of the 1st metatarsal	None
Pseudoepiphysis of the proximal phalanx of the 2nd finger	None
Curved phalanges of the hand	None
Curved hand bones	None
Increased fat tissue	None
Increased adipose tissue	None
Limitation of movement at ankles	None
Small end part of the outermost bone of the ring finger	None
Small epiphysis of the distal phalanx of the 4th finger	None
Widely patent sagittal suture	None
Curved outermost bone of the 3rd finger	None
Curved distal phalanx of the 3rd finger	None
Hypoplastic pubic rami	None
Hypoplastic pubic ramus	None
Aplasia/Hypoplasia of the 3rd finger	None
Absent/small middle finger	None
Absent/underdeveloped middle finger	None
Progressive intervertebral space narrowing	None
Abnormality of the hypothenar eminence	None
Sclerosis of the carpal bones	None
Synostosis involving the fibula	None
Bone fusion involving the calf bones	None
Localised hypoplasia of tooth enamel	None
Localized dysplasia of tooth enamel	None
Localised dysplasia of tooth enamel	None
Localized hypoplasia of dental enamel	None
Localised hypoplasia of dental enamel	None
Localized hypoplasia of tooth enamel	None
Abnormality of the crus of the ear	None
Abnormality of the crus of the helix	None
Delayed tibial epiphyseal ossification	None
Facet arthritis	None
Facet joint arthrosis	None
Bone-in-a-bone appearance of wrist bones	None
Bone-in-a-bone appearance of carpal bones	None
Reduced muscle laminin alpha-2 chain staining	None
Elongated radius	None
Cortical sclerosis	None
Broad bones of ring finger	None
Broad phalanges of the 4th finger	None
Abnormal maturation of foot bones	None
Abnormal foot bone ossification	None
Abnormal ossification involving bones of the feet	None
Abnormality of the mineralisation and ossification of bones of the feet	None
Aplasia of the proximal phalanx of the 2nd finger	None
Absent innermost bone of index finger	None
Small feet	None
Hypoplastic feet	None
Short foot	None
Short feet	None
Curved 2nd toe phalanx	None
Curved phalanges of the 2nd toe	None
Curved bones of the 2nd toe	None
Distal ulnar epiphyseal calcifications	None
Distal ulnar epiphyseal stippling	None
Fragmented, irregular end part of bone	None
Fragmented, irregular epiphyses	None
Vascular calcification	None
Duplication of the distal phalanx of the 5th toe	None
Duplication of the outermost bone of the little toe	None
Duplication of the outermost bone of the pinkie toe	None
Duplication of the outermost bone of the pinky toe	None
Duplication of the outermost bone of the fifth toe	None
Partial/complete duplication of the distal phalanx of the 5th toe	None
Duplication of the distal phalanx of the fifth toe	None
Hypoplasia of the capital femoral epiphysis	None
Underdevelopment of the innermost thighbone end part	None
Small proximal femoral epiphyses	None
Small capital femoral epiphyses	None
Small innermost thighbone end part	None
Small femoral capital epiphyses	None
Absent forearm bones	None
Aplasia involving forearm bones	None
Partially dislocated innermost hinge joint of little finger	None
Partially dislocated innermost hinge joint of pinky finger	None
Partially dislocated innermost hinge joint of pinkie finger	None
Subluxation of the proximal interphalangeal joint of the little finger	None
Acrania	None
Bilateral facial paralysis	None
Paralysis of both sides of the face	None
Bilateral facial muscle paralysis	None
Bilateral facial muscle weakness	None
Bilateral facial palsy	None
Weakness of both sides of the face	None
Partial fusion of carpals	None
Humeral cortical irregularity	None
Disproportionately short middle portion of limb	None
Mesomelic limb shortening	None
Mesomelic shortening of limbs	None
Symmetric mesomelic limb shortness	None
Mesomelia	None
Large pelvis bone	None
Large pelvis	None
Wide metacarpals	None
Broad metacarpals	None
Wide long bones of hand	None
Vertebral body compression	None
Vertebral compression fracture	None
Vertebral compression fractures	None
Fractures of vertebral bodies	None
Vertebral compression or collapse	None
Vertebral compression	None
Vertebral collapse	None
Compression fracture of a vertebral body	None
bone maxilla	None
Fractured maxilla	None
Parietal foramina	None
Openings in parietal bones	None
Symmetrical, oval defects in the parietal bone	None
Symmetrical, oval parietal bone defects	None
Holes in parietal bones	None
Persistent foramina of the parietal bones	None
Small epiphysis of the proximal phalanx of the thumb	None
Small end part of thumb innermost long bone	None
Abnormal muscle fiber delta sarcoglycan	None
Abnormal muscle fibre delta sarcoglycan	None
Broad middle phalanx of the 2nd finger	None
Broad middle bone of the index finger	None
Platystencephaly	None
Absent/small middle ring finger bone	None
Aplasia/Hypoplasia of the middle phalanx of the 4th finger	None
Absent/underdeveloped middle ring finger bone	None
Bullet-shaped outermost bone of the pinkie toe	None
Bullet-shaped outermost bone of the little toe	None
Bullet-shaped outermost bone of the pinky toe	None
Bullet-shaped distal phalanx of the 5th toe	None
bone fused sacrum	None
Fractured fused sacrum	None
Abnormalities of the diaphyses of the hand	None
Abnormal hand diaphysis morphology	None
Abnormalities of shaft of long bone of the hand	None
Bullet-shaped proximal phalanx of the 5th toe	None
Bullet-shaped innermost bone of pinky toe	None
Bullet-shaped innermost bone of little toe	None
Bullet-shaped innermost bone of pinkie toe	None
Stippling of the epiphyses of the proximal phalanges of the hand	None
Speckled calcifications in the end part of the innermost hand bones	None
Short foetal femur length	None
Short fetal thigh bone length	None
Short foetal thigh bone length	None
Short fetal femur length	None
Absent/underdeveloped forearm bones	None
Absent/small forearm bones	None
Aplasia/hypoplasia involving forearm bones	None
Aplasia of the right hemidiaphragm	None
Right diaphragmatic hernia	None
Hypoplasia of first ribs	None
Underdeveloped first rib	None
Small first rib	None
Hypoplastic first rib	None
Hypoplastic first ribs	None
Webbed 3rd-5th toes	None
3-5 toe syndactyly	None
Fusion of midcervical facet joints	None
Marked shortening of tibia	None
Disproportionate shortening of the tibia	None
Disproportionate shortening of the shankbone	None
Disproportionate shortening of the shinbone	None
Irregular end part of the little finger bones	None
Irregular end part of the pinky finger bones	None
Irregular epiphyses of the 5th finger	None
Irregular end part of the pinkie finger bones	None
Small epiphyses of the 4th toe	None
Small end part of the 4th toe bone	None
Flared metaphyses of the upper limbs	None
Flared upper limb metaphysis	None
Flared wide portion of the upper limb bone	None
Fragmentation of end part thumb outermost long bone	None
Fragmentation of the epiphysis of the distal phalanx of the thumb	None
Bracket epiphyses of the 5th finger	None
Bracket shaped end part of little finger bone	None
Bracket shaped end part of pinkie finger bone	None
Bracket shaped end part of pinky finger bone	None
Absent left hemidiaphragm	None
Aplasia of the left hemidiaphragm	None
Left diaphragmatic hernia	None
Absent/small middle 3rd toe bone	None
Absent/underdeveloped middle 3rd toe bone	None
Aplasia/Hypoplasia of the middle phalanx of the 3rd toe	None
Bowing of outer large bone of the forearm	None
Bowed radii	None
Bowed radius	None
Radial bowing	None
Bowing of radius bone of the forearm	None
Spontaneous joint hemorrhage	None
Spontaneous joint haemorrhage	None
Hemarthrosis	None
Joint hemorrhage	None
Hemarthroses	None
Bleeding within a joint	None
Pseudoepiphysis of the 4th metacarpal	None
Abnormal ankle physiology	None
Abnormality of muscle size	None
Pain at the anterior aspect of the knee	None
bone proximal phalanx of digit 5	None
Fractured proximal phalanx of digit 5	None
Abnormality of the outermost 4th toe bone	None
Abnormality of the distal phalanx of the 4th toe	None
Pseudoepiphyses of second metacarpal	None
Pseudoepiphysis of the 2nd metacarpal	None
Extra bone on end of second long bone of hand	None
Distal muscle weakness in lower limbs	None
Distal lower limb muscle weakness	None
Muscle weakness, lower limb, distal	None
Fused outermost bone of the 4th toe	None
Symphalangism affecting the distal phalanx of the 4th toe	None
Abnormality of the end part of the innermost hand bones	None
Abnormality of the epiphyses of the proximal phalanges of the hand	None
Complete duplication of the middle phalanx of the 5th finger	None
Complete duplication of the middle little finger bone	None
Complete duplication of the middle pinky finger bone	None
Complete duplication of the middle pinkie finger bone	None
Wedge fractured lumbar vertebra	None
Compression-fractured lumbar vertebra	None
Compression fractured lumbar vertebra	None
Aplasia/Hypoplasia of the distal phalanx of the 4th toe	None
Absent/small outermost bone of 4th toe	None
Absent/underdeveloped outermost bone of 4th toe	None
Abnormal trapezium morphology	None
Broad 3rd toe	None
Wide 3rd toe	None
Short proximal middle-finger phalanx	None
Short proximal phalanx of the 3rd finger	None
Hypoplastic/small proximal phalanx of the 3rd finger	None
Short innermost bone of middle finger	None
Small proximal middle-finger phalanx	None
Short proximal phalanx of the third finger	None
Horizontal ribs	None
Broad ischia	None
Generalized muscle hypertrophy	None
Generalised muscle hypertrophy	None
Generalized increase in muscle cell size	None
Generalised increase in muscle cell size	None
Short innermost pinkie finger bone	None
Short innermost pinky finger bone	None
Short proximal phalanx of the fifth finger	None
Short innermost little finger bone	None
Hypoplastic/small proximal phalanx of the 5th finger	None
Short proximal phalanx of the 5th finger	None
Bullet-shaped phalanges of the 4th toe	None
Bullet-shaped 4th toe phalanx	None
Bullet-shaped bones of the 4th toe	None
bone distal phalanx	None
Fractured distal phalanx	None
Hypoplastic/small phalanges of the thumb	None
Short thumb bone	None
Short thumb phalanges	None
Short phalanx of the thumb	None
Hypoplastic thumb phalanges	None
Flared, irregular rib ends	None
Osseous finger syndactyly	None
Osseous syndactyly of the fingers	None
Partial duplication of the proximal bones of the index finger	None
Partial duplication of the proximal phalanx of the 2nd finger	None
Fractured lateral malleolus of fibula	None
bone lateral malleolus of fibula	None
Symphalangism affecting the proximal phalanx of the 3rd toe	None
Fused innermost bone of 3rd toe	None
Cortical diaphyseal irregularity of the upper limbs	None
Abnormality of the orbital bones of skull	None
Abnormality of the bony eye socket	None
Abnormal morphology of bony orbit of skull	None
Abnormality of bones of the orbit of the skull	None
Abnormality of bony orbit of skull	None
Unilateral radial aplasia	None
Metacarpals osteolysis	None
Metacarpal osteolysis	None
Muscle flaccidity	None
Toe contractures	None
Flexion contracture of toe	None
Contractures of the toes	None
Contractures involving the toes	None
Missing primary palate bone	None
Absence of the intermaxillary bone	None
Aplasia of the premaxilla	None
Failure of development of the primary palate bone	None
Aplasia of the primary palate bone	None
Absence of the primary palate bone	None
Absence of the premaxilla	None
Aplasia of the intermaxillary bone	None
Failure of development of premaxilla	None
Missing premaxilla	None
Thin proximal phalanges with broad epiphyses of the hand	None
Thin innermost bone with broad end part of the hand bone	None
Thin proximal phalanges with broad epiphyses	None
Pseudoepiphysis of the distal phalanx of the 2nd finger	None
Complete duplication of the distal phalanges of the hand	None
Complete duplication of the outermost bones of the hand	None
Hypoplastic patellae	None
Patellar hypoplasia	None
Small patellae	None
Small kneecap	None
Small patella	None
Underdeveloped kneecap	None
Increased bone density in the toe bone	None
Sclerosis of toe phalanx	None
Sclerosis of the phalanges of the toes	None
Absent innermost bone of big toe	None
Aplasia of the proximal phalanx of the hallux	None
Deformed tarsal bones	None
Deformed ankle bones	None
Ivory epiphysis of the proximal phalanx of the hallux	None
Increased bone density of end part of the innermost bone of the big toe	None
Pseudoepiphyses of the hallux	None
Cigarette-paper scars	None
Cigarette paper scarring	None
Intradural spinal lipoma	None
Reduced muscle fiber lamin A/C	None
Reduced muscle fibre lamin A/C	None
Abnormality of the breast	None
Enlarged male breast	None
Gynecomastia	None
Gynaecomastia	None
Small nipples	None
Nipple hypoplasia	None
Hypoplastic nipples	None
Accessory nipples	None
Supernumerary nipples	None
Supernumerary nipple	None
Increased nipple number	None
accessory mamilla	None
accessory mamillas	None
Accessory nipple	None
Absent nipples	None
Absent nipple	None
Athelia	None
Low-set nipples	None
Breast cancer	None
Breast carcinoma	None
Inverted nipples	None
Invaginated nipples	None
Breast hypoplasia	None
Underdeveloped breasts	None
Abnormal nipple morphology	None
Abnormality of the nipple	None
Prominent nipples	None
Widely-spaced nipples	None
Wide-spaced nipples	None
Wide intermamillary distance	None
Widely spaced nipples	None
Multifocal breast cancer	None
Multifocal breast carcinoma	None
Absent/small nipples	None
Absent/underdeveloped nipples	None
Absent/rudimentary nipples	None
Nipples absent or rudimentary	None
Aplasia/Hypoplasia of the nipples	None
Aplasia/Hypoplasia of the breasts	None
Absent/underdeveloped breasts	None
Absent/small breasts	None
Asymmetry of the breasts	None
Large breast	None
Hypertrophy of the breasts	None
Breast enlargement	None
Breast hypertrophy	None
Macromastia	None
Gigantomastia	None
Breasts enlarged	None
Breast fibroadenomas	None
Fibroadenoma of the breast	None
Fibroadenosis - breast	None
Fibroadenosis of breast	None
Breast fibroadenosis	None
Breast fibroadenoma	None
Unilateral breast hypoplasia	None
One underdeveloped breast	None
Two underdeveloped breasts	None
Bilateral breast hypoplasia	None
Mammary duct ectasia	None
Breast abscess	None
Ductal carcinoma in situ	None
Lobular carcinoma in situ	None
Abnormal breast morphology	None
Abnormal breast physiology	None
Agalactia	None
Lactation incapacity	None
Dry nipple	None
Abnormal areolar morphology	None
Areolar fullness	None
Breast lump	None
Breast mass	None
Abnormal intermamillary distance	None
Short intermamillary distance	None
Microcalcifications of the breast	None
Breast microcalcification	None
Architectural distortion of breast	None
Asymmetric thickening of the nipple-areolar complex	None
Mastitis	None
Diffuse breast nodularity	None
Breast tumour	None
Breast tumor	None
Tumours of the breast	None
Neoplasia of the breast	None
Neoplasm of the breast	None
Breast aplasia	None
Congenital absence of breast	None
Absent breast	None
Mammary gland aplasia	None
Spontaneous milk flow from breast	None
Galactorrhoea	None
Galactorrhea	None
Hypoplastic areola	None
Hypoplastic areolae	None
Lactation duct obstruction	None
Mammary blocked duct	None
Galactocele	None
Abnormal nipple discharge	None
Breast intraductal papilloma	None
High-set nipples	None
Nipple epidermal Paget cells	None
Nipple thickening	None
Hypoechoic breast nodule	None
Hypoechoic breast mass	None
Breast myxoma	None
Breast adenoma	None
Breast apocrine adenoma	None
Apocrine adenoma of the breast	None
Fibrocystic breast lesion	None
Breast cyst	None
Pneumomediastinum	None
Mediastinal widening	None
Widened mediastinum	None
Narrow mediastinum	None
Abnormality of the mediastinum	None
Abnormal mediastinum morphology	None
Abnormality of the thoracic cavity	None
Swollen lymph nodes in center of chest	None
Mediastinal lymphadenopathy	None
Swollen lymph nodes in centre of chest	None
Mediastinal shift	None
Hydroxylysinuria	None
Hydroxylysine high in urine	None
Hypertension due to renal artery hyperplasia	None
Renovascular hypertension	None
Neoplasia of the urethra	None
Neoplasm of the urethra	None
Urinary xanthine stones	None
Xanthine nephrolithiasis	None
Xanthine stones	None
Severe oligozoospermia	None
Elevated urinary 3-hydroxybutyric acid	None
Renal arteriole intima/media amyloidosis	None
Amyloidosis within renal arteriolar intima/media	None
Renal artery atherosclerosis	None
Loss of glomerular endothelial cell fenestration	None
Male sexual dysfunction	None
Endoarterial hypercellularity within interlobular artery	None
Cortical radial artery hypercellularity	None
Abnormality of the testis size	None
Teratoma of the mediastinum	None
Mediastinal teratoma	None
Diminished glomerular basement membrane collagen IV alpha 5 chain staining	None
Absent or rudimentary fallopian tubes	None
Aplasia/Hypoplasia of the fallopian tube	None
Absent/underdeveloped fallopian tube	None
Absent/small fallopian tube	None
Hypoplastic labia	None
Labial hypoplasia	None
Underdeveloped labia	None
Renal tubular lysine transport defect	None
Spermiation failure	None
Epididymal cyst	None
Epididymal cysts	None
Transient aminoaciduria	None
Urinary bladder hamartoma	None
Cone-shaped distal tibial epiphysis	None
Granulomatous arteriolitis of the arteriolar intima/media	None
Granulomatous arteriolitis within arteriolar intima/media	None
Abnormal sperm principal piece morphology	None
Medullary peritubular capillary lumen organized thrombi	None
Organised thrombi within the medullary peritubular capillary lumen	None
Organized thrombi within the medullary peritubular capillary lumen	None
Elevated urinary 2-methylbutyrylglycine	None
2-ethylhydracylic aciduria	None
Elevated urinary 2-ethylhydracylic acid	None
Ureteral triplication	None
Congenital absence of foreskin	None
Aposthia	None
Absent foreskin	None
Elevated urinary epinephrine level	None
Increased urinary epinephrine	None
Primapterinuria	None
Elevated urinary 7-biopterin level	None
Glycopeptiduria	None
High urine glycopeptide levels	None
Fallopian tube torsion	None
Twisted fallopian tube	None
Ovarian sex cord-stromal tumour	None
Ovarian sex cord-stromal tumor	None
Uterine cervix myxoma	None
Abnormal kidney location	None
Displaced kidney	None
Ectopic kidney	None
Ectopic kidneys	None
Renal ectopia	None
Coiled sperm flagella	None
Increased urine isobutyrylglycine concentration	None
High urinary isobutyrylglycine levels	None
Kidney disease	None
Nephropathy	None
Kidney damage	None
Abnormal Bowman space morphology	None
Increased urinary polyhexose	None
Increased polyhexose concentration in urine	None
Transverse vaginal membrane	None
Transverse vaginal septum	None
Excess residual spermatozoal cytoplasm	None
2-methylacetoacetic acid present in urine	None
Elevated urine 2-methylacetoacetic acid level	None
Uterine synechiae	None
Asherman syndrome	None
Hyperpigmented genitalia	None
Increased genital pigmentation	None
Penile melanosis	None
Altered location of the longitudinal column in the fibrous sheath	None
Sex reversal	None
Precocious puberty with Sertoli cell tumour	None
Precocious puberty with Sertoli cell tumor	None
Medullary peritubular capillary intraluminal thrombi	None
Intraluminal thrombi within medullary peritubular capillaries	None
Renal pelvic diverticulum	None
Pelvic diverticulum	None
Renal diverticulum	None
Caliceal diverticulum	None
Penis tumor	None
Penis tumour	None
Neoplasia of the penis	None
Neoplasm of the penis	None
Abnormal localisation of kidneys	None
Abnormal localization of kidney	None
Renal parenchymal necrosis	None
Renal necrosis	None
3-methylglutaricaciduria	None
3-Methylglutaric aciduria	None
Narrow penis	None
Previous menstrual periods stop	None
Secondary amenorrhea	None
Abnormal sex determination	None
Abnormal penis morphology	None
Abnormality of the penis	None
Vaginal fistula	None
Oocyte maturation arrest	None
Midshaft hypospadias	None
Female infertility	None
Glomerular subepithelial deposits	None
Increased scrotal rugation	None
Didelphic uterus	None
Duplex uterus	None
Uterus didelphis	None
Didelphic uteri	None
Uterus didelphys	None
Doubling of uterus	None
Uterine didelphys	None
Double uterus	None
Uterine didelphis	None
Uterus duplex	None
Duplicated uterus	None
Didelphyc uterus	None
Duplication of uterus	None
Uterus didelphus	None
Blebbing of apical cytoplasm of renal tubular epithelial cells	None
Gonadal dysgenesis, male	None
46,xy gonadal dysgenesis	None
Elevated urinary glutarylglycine level	None
Abnormal cortical radial artery morphology	None
Abnormal interlobular artery morphology	None
Abnormal urinary inosine level	None
Accessory fallopian tube	None
Fallopian tube duplication	None
Renal amyloidosis	None
Salpingitis	None
Mild proteinuria	None
Binucleated podocytes	None
Binucleated visceral epithelial cells	None
Neoplasm of the scrotum	None
Scrotum tumor	None
Scrotum tumour	None
Neoplasia of the scrotum	None
Abnormal glomerular basement membrane morphology	None
Decreased testicular size	None
Small testis	None
Small testes	None
Hypoplastic testes	None
Testicular hypoplasia	None
Bence Jones Proteinuria	None
Perinephric abscess	None
Ectopic kidney with fusion	None
Crossed-fused renal ectopia	None
Crossed fused renal ectopia	None
Male reproductive system neoplasm	None
Kidney fibrosis	None
Renal fibrosis	None
Abnormality of male external genitalia	None
Abnormal male external genitalia morphology	None
Elevated urinary saccharopine level	None
Methionine high in urine	None
Methioninuria	None
Abnormal ureter morphology	None
Abnormal gametogenesis	None
Retarded ejaculation	None
Delayed ejaculation	None
Vaginal pruritus	None
Abnormally closed or absent vagina	None
Vaginal atresia	None
Glomerular hyalinosis at the tubular pole	None
IgA nephropathy	None
IgA deposition in the glomerulus	None
Vaginal dryness	None
Glomerular hyalinosis	None
Sagging uterus	None
Uterine prolapse	None
Aplasia of the bladder	None
Absent bladder	None
Malonic acid present in urine	None
Elevated urine malonic acid level	None
Erectile abnormalities	None
Erectile dysfunction	None
Abnormal erection	None
Fallopian tube mass	None
Red urine	None
Decreased size of the clitoris	None
Segmental glomerulosclerosis away from the vascular and tubular poles	None
Epididymal neoplasm	None
Myoglobinuria	None
Embryonal renal neoplasm	None
Ovarian carcinoma	None
Ovarian epithelial cancer	None
Elevated urinary 4-tyramine level	None
Abnormal renal arteriole endothelium morphology	None
Abnormal nephron morphology	None
Abnormality of the nephron	None
Glomerular capillary microaneurysm	None
Perineal hypospadias	None
Renal arteriole intima/media hyalinosis	None
Patent urachus	None
Persistent urachus	None
Meatus stenosis	None
Meatal stenosis	None
Male urethral meatus stenosis	None
Elevated urine mevalonate	None
Elevated urine mevalonate levels	None
Elevated urine mevalonic acid	None
Elevated urine mevalonic acid level	None
Mevalonate aciduria	None
Urethral valve	None
Vaginal neoplasia	None
Vaginal tumor	None
Vaginal tumour	None
Vaginal neoplasm	None
Purple urine	None
Steroid-sensitive nephrotic syndrome with infrequent relapses	None
Chordee	None
Abnormal urinary nucleobase concentration	None
Vaginal bleeding during sex	None
Interlobular vein intima/media coagulative necrosis	None
Abnormal cortical peritubular capillary lumen morphology	None
