Abnormality of body height	HP:0000002
Hypoganglionosis	None
Acid reflux	None
GORD	None
Heartburn	None
Gastroesophageal reflux disease	None
Gastroesophageal reflux	None
GERD	None
Gastro-oesophageal reflux	None
Acid reflux disease	None
Gastro-esophageal reflux	None
Mechanical ileus	None
Esophagitis	None
Oesophagitis	None
Inflammation of the oesophagus	None
Inflammation of the esophagus	None
Perivascular small intestinal hyaline deposition	None
Esophageal exudate	None
Reye syndrome-like episodes	None
Absent spleen	None
Asplenia	None
Microvillar PAS-positive secretory granules	None
Rectal abscess	None
Perirectal abscess	None
Midline liver	None
Abdominal wall mass	None
Gastroparesis	None
Delayed gastric emptying	None
Necrotizing ileitis	None
Isocoproporphyrin high in stool	None
Increased fecal isocoproporphyrin	None
Microgastria	None
Neoplasm of the large intestine	None
Large intestine tumour	None
Large intestine tumor	None
Abdominal pain	None
Stomach pain	None
Pain in stomach	None
Abdominal discomfort	None
Upset stomach	None
Gastro pain	None
Gastrointestinal pain	None
Poor sucking	None
Poor suck	None
Sucking weakness	None
Terminal hepatic lobular vascular occlusion	None
Hepatic veno-occlusive disease	None
Hepatic sinusoidal obstruction syndrome	None
Lipid accumulation in hepatocytes	None
Gallbladder dysfunction	None
Infantile hypertrophic pyloric stenosis	None
Pylorus stenosis	None
Pyloric stenosis	None
Costiveness	None
Constipation	None
Dyschezia	None
Hepatic xanthomatosis	None
Hepatic xanthomas	None
Visceromegaly	None
Malformation of the hepatic ductal plate	None
Coarsened hepatic echotexture	None
Intractable diarrhoea	None
Intractable diarrhea	None
Umbilical hernias	None
Umbilical hernia	None
Squamous cell carcinoma of the pancreas	None
Pancreatic squamous cell carcinoma	None
Eosinophilic cholecystitis	None
Eosinophilic gallbladder infiltration	None
Lymphoid nodular hyperplasia	None
Lymphonodular hyperplasia of the colon	None
Colon tumour	None
Neoplasm of the colon	None
Colon tumor	None
Enteroviral hepatitis	None
Abnormality of the large intestine	None
Abnormal large intestine morphology	None
Esophageal mass	None
Pancreatic inflammation	None
Pancreatitis	None
Nausea	None
Abnormality of endocrine pancreas physiology	None
Peritoneal mesothelioma	None
Necrotizing enterocolitis	None
Infrequent bowel movements	None
Chronic constipation	None
Esophageal fibrosis	None
Abnormality of enteric nervous system morphology	None
Abnormal enteric nervous system morphology	None
Recurrent infection of the GI tract	None
Gastrointestinal infections	None
Gastrointestinal infections, recurrent	None
Recurrent gastrointestinal infections	None
Recurrent infection of the gastrointestinal tract	None
Anorexia	None
Deliberately not eating	None
Refusing to eat	None
Obsessive dieting	None
Peritoneal mass	None
Acute colitis	None
Increased fecal porphyrin	None
Increased faecal porphyrin	None
Aerophagia	None
Barret syndrome	None
Barrett oesophagus	None
Barrett's esophagus	None
Barrett's oesophagus	None
Barrett esophagus	None
Endobrachyesophagus	None
Borborygmi	None
Increased bowel sounds	None
Hyperactive bowel sounds	None
Pigment gallstones	None
Pelvic mass	None
Gallbladder perforation	None
Gall bladder perforation	None
Anal margin Paget's disease	None
Elevated fecal pH	None
Stool pH high	None
Elevated faecal pH	None
Intrahepatic biliary dysgenesis	None
Abnormal fecal pH	None
Abnormal faecal pH	None
Chronic calcifying pancreatitis	None
Duodenal adenocarcinoma	None
Duodenal cancer	None
Abnormality of digestive system physiology	None
Gallbladder dyskinesia	None
Tenesmus	None
Abnormal intestinal smooth muscle morphology	None
Abnormality of intestinal smooth muscle morphology	None
Spontaneous esophageal perforation	None
Boerhaave syndrome	None
Spontaneous esophageal rupture	None
Salivary basal cell adenoma	None
Liver calcifications	None
Hepatic calcification	None
Jejunal arteriovenous malformation	None
Osmotic diarrhea	None
Ileal ulcer	None
Portal fibrosis	None
Portal fibrosis shown on biopsy	None
Enterocolitis	None
Inflammation of the peritoneum	None
Peritonitis	None
Gastric hypertrophy	None
Increased stomach size	None
Intestinal carcinoid	None
Short-segment aganglionic megacolon	None
Rectal polyps	None
Rectal polyposis	None
Multiple rectal polyps	None
Increased spleen size	None
Splenomegaly	None
Large spleen	None
Multiple intestinal neurofibromatosis	None
Gallbladder adhesions	None
Decreased hepatic echogenicity	None
Hypoechogenic liver	None
Rectal perforation	None
Milk intolerance	None
Lactose intolerance	None
Adenocarcinoma of the small intestine	None
Cloacal abnormality	None
Foamy cells on hepatic biopsy	None
Liver biopsy: lipid-laden macrophages	None
Hepatic lipid-laden macrophage infiltration	None
Small intestinal hamartoma	None
Gastrointestinal atony	None
Ileus	None
Gastrointestinal stromal tumour	None
Gastrointestinal stromal tumor	None
Gastrointestinal stroma tumor	None
GI stroma tumour	None
Gastrointestinal stromal tumours	None
Gastrointestinal stroma tumour	None
Gastrointestinal stromal tumors	None
GI stroma tumor	None
GIST	None
Recurrent gastroenteritis	None
Spleen infarct	None
Splenic infarction	None
Splenic infarct	None
Spleen infarction	None
Thickened intrahepatic portal venules	None
Pelvic organ prolapse	None
Chronic active hepatitis	None
Hepatitis, chronic active	None
Pancreatic adenocarcinoma	None
Cementoma	None
Jejunitis	None
Duodenal ulcer	None
Cyst on spleen	None
Splenic cyst	None
Vestibular fistula	None
Rectovestibular fistula	None
Elastase low in stool	None
Decreased stool elastase level	None
Positive stool giardia antigen	None
Absence of intrinsic factor	None
Intrinsic factor absent from gastric juice	None
Bloody mucoid diarrhea	None
Ballooning hepatocyte degeneration	None
Ballooning degeneration of hepatocytes	None
Colonic arteriovenous malformation	None
Pneumobilia	None
Air in the biliary system	None
Aerobilia	None
Eosinophilic ascites	None
Hepatic lobular inflammation	None
Protracted diarrhoea	None
Protracted diarrhea	None
Abnormal hepatic glycogen storage	None
Cholesterol gallstones	None
Abnormal prolactin level	None
Precocious puberty in females	None
Neonatal insulin-dependent diabetes mellitus	None
Adrenocortical hypoplasia	None
Small adrenal cortex	None
Absent pituitary stalk	None
Positive perchlorate discharge test	None
CRHR defect	None
Corticotropin-releasing hormone receptor defect	None
Corticotropin-releasing hormone receptor (CRHR) resistance	None
Endocrine system disease	None
Abnormality of the endocrine system	None
Reduced T4 plasma level	None
Decreased circulating thyroxine level	None
Decreased circulating T4 level	None
Decreased circulating T4 concentration	None
Increased circulating corticosterone level	None
Decreased circulating antidiuretic hormone concentration	None
Abnormal circulating pregnenolone concentration	None
Abnormality of circulating pregnenolone level	None
Thymic hypoplasia or aplasia	None
Aplasia/Hypoplasia of the thymus	None
Absent/underdeveloped thymus	None
Absent/small thymus	None
Abnormal testosterone level	None
Abnormal serum testosterone level	None
Abnormal circulating testosterone concentration	None
Decreased serum estriol	None
Carotid paraganglioma	None
Thymoma	None
Abnormal circulating thyroid hormone concentration	None
Abnormal thyroid hormone level	None
Hyperactive renin-angiotensin system	None
Increased plasma renin activity	None
Pancreatic insulinoma	None
Insulinoma	None
Impaired cortisol response to glucagon stimulation test	None
Elevated circulating growth hormone-releasing hormone concentration	None
Decreased serum estradiol	None
Uninodular goiter	None
Uninodular goitre	None
Excessive insulin response to glucagon test	None
Thyrotoxicosis with toxic multinodular goitre	None
Thyrotoxicosis with toxic multinodular goiter	None
Thyroid adenoma	None
Increased circulating dehydroepiandrosterone concentration	None
Dehydroepiandrosterone high in blood	None
Central hypothyroidism	None
Decreased circulating aldosterone concentration	None
Low blood aldosterone level	None
Mineralocorticoid insufficiency	None
Hypoaldosteronism	None
Decreased aldosterone production	None
Decreased aldosterone	None
Decreased serum aldosterone	None
Elevated circulating thrombopoietin concentration	None
Thrombopoietin high in blood	None
Inappropriately normal thyroid-stimulating hormone level	None
Inappropriately normal TSH	None
Increased radioactive iodine uptake	None
Follicular thyroid carcinoma	None
Thyroid carcinoma	None
Medullary thyroid carcinoma	None
Medullary thyroid cancer	None
Increased serum serotonin	None
Transient neonatal diabetes mellitus	None
Decreased response to growth hormone stimulation test	None
Atrophic pituitary	None
Pituitary gland atrophy	None
Atrophic pituitary gland	None
Hyperinsulinemia hypoglycemia	None
Hyperinsulinemic hypoglycemia	None
Hyperinsulinaemic hypoglycaemia	None
Abnormality of circulating catecholamine level	None
Catecholamine levels abnormal	None
Retroperitoneal chemodectoma	None
Retroperitoneal paraganglioma	None
Elevated circulating inhibin A concentration	None
Decreased circulating metanephrine concentration	None
Abnormal circulating sex steroid concentration	None
Abnormal circulating sex hormone concentration	None
Abnormal circulating gonadocorticoid concentration	None
Abnormal circulating gonadal steroid concentration	None
Adrenal mass	None
Abnormal circulating free triiodotyronine concentration	None
Abnormal circulating free T3 level	None
Abnormal circulating free T3 concentration	None
Noninsulin-dependent diabetes	None
Diabetes mellitus Type II	None
Type II diabetes	None
Diabetes mellitus, noninsulin-dependent	None
Type II diabetes mellitus	None
Noninsulin-dependent diabetes mellitus	None
NIDDM diabetes mellitus	None
Type 2 diabetes	None
Non-insulin dependent diabetes	None
Noninsulin dependent diabetes mellitus	None
NIDDM	None
Diabetes mellitus type 2	None
Abnormal hypothalamus physiology	None
Glucagonoma	None
Underdeveloped pituitary gland	None
Small anterior pituitary lobe	None
Hypoplasia of the pituitary gland	None
Anterior pituitary hypoplasia	None
Abnormal circulating fibroblast growth factor 23 concentration	None
Thyroid follicular hyperplasia	None
Overactive thyroid	None
Hyperthyroidism	None
Adrenal gland disease	None
Adrenal abnormalities	None
Abnormality of the adrenal glands	None
Decreased circulating thrombopoietin concentration	None
Low tetrahydrocortisol (THF) plus 5-alpha-THF/tetrahydrocortisone (THE) ratio	None
Hypergonadotrophic hypogonadism	None
Hypergonadotropic hypogonadism	None
Primary hypogonadism	None
Atypical pulmonary carcinoid tumour	None
Atypical pulmonary carcinoid tumor	None
Congenital adrenal hyperplasia	None
Central adrenal insufficiency	None
Secondary adrenal insufficiency	None
Thymic hyperplasia	None
Thymus hyperplasia	None
Enlarged thymus	None
Cutaneous APUDoma	None
Neuroendocrine tumor of the skin	None
Neuroendocrine carcinoma of the skin	None
Merkel cell cancer of the skin	None
Primary undifferentiated carcinoma of the skin	None
Anaplastic carcinoma of the skin	None
Neuroendocrine tumour of the skin	None
Primary small cell carcinoma of the skin	None
Merkel cell skin cancer	None
Decreased activity of gonads	None
Hypogonadism	None
Elevated LH level	None
Elevated circulating luteinizing hormone level	None
Increased circulating luteinizing hormone level	None
Elevated luteinizing hormone	None
Abnormality of thyroid physiology	None
Abnormal thyroid function	None
Hypoinsulinemia	None
Neoplasm of the adrenal cortex	None
Cortical adrenal neoplasia	None
Blunted aldosterone response to aldosterone suppression test	None
Elevated circulating parathyroid hormone level	None
Elevated serum parathyroid hormone level	None
Elevated serum parathyroid hormone	None
Elevated serum pth	None
Increased serum parathyroid hormone	None
Elevated circulating PTH level	None
Adrenocortical adenomas	None
Adrenocortical adenoma	None
Adrenal gland dysplasia	None
Adrenal gland dysgenesis	None
Dysplastic adrenal glands	None
Increased circulating osteocalcin level	None
Pituitary resistance to thyroid hormone	None
ACTHR defect	None
Adrenocorticotropin receptor defect	None
Adrenocorticotropic hormone-resistant adrenal insufficiency	None
ACTH receptor defect	None
Pituicytoma	None
Decreased circulating antimullerian hormone circulation	None
Anti-Mullerian hormone low	None
Decreased plasma AMH	None
Decreased antimullerian hormone level	None
Pseudohypoaldosteronism	None
Absence of secondary sex characteristics	None
No secondary sexual characteristics at puberty	None
Absent TSH response to thyrotrophin-releasing hormone stimulation test	None
Abnormal serum estrone	None
Microprolactinoma	None
Abnormal thymus position	None
Ectopic thymus tissue	None
Increased pineal volume	None
Abnormal T3/T4 ratio	None
Abnormal plasma renin	None
Abnormal circulating renin	None
Abnormal circulating renin concentration	None
Thyroid gland amyloidosis	None
Amyloid goiter	None
Reduced pancreatic beta cells	None
Enlarged parathyroid glands	None
Parathyroid hyperplasia	None
Hypoplasia of the thymus	None
Small thymus	None
Thymic hypoplasia	None
Thymus hypoplasia	None
Thyroid cyst	None
Abnormality of endocrine pancreas physiology	None
Hypothalamic hypothyroidism	None
Tertiary hypothyroidism	None
Increased circulating 18-hydroxycortisone level	None
Pituitary carcinoma	None
Abnormality of the neurohypophysis	None
Abnormal posterior pituitary morphogenesis	None
Abnormality of the posterior pituitary	None
Neoplasm of the neurohypophysis	None
Neoplasm of the posterior pituitary	None
Elevated plasma aldosterone	None
Increased circulating aldosterone concentration	None
Mineralocorticoid excess	None
Increased aldosterone production	None
Increased aldosterone	None
Hyperaldosteronism	None
Pigmented micronodular adrenocortical disease	None
Hurthle cell thyroid adenoma	None
Reduced circulating growth hormone concentration	None
Growth hormone deficiency	None
Somatotropin deficiency	None
Abnormality of circulating adrenocorticotropic hormone level	None
Abnormal circulating adrenocorticotropin concentration	None
Abnormality of circulating ACTH level	None
Abnormality of circulating adrenocorticotropin level	None
Abnormality of circulating corticotropin level	None
Abnormal response to human chorionic gonadotrophin stimulation test	None
Abnormal response to hCG stimulation test	None
Hyperpituitarism	None
Abnormality of circulating cortisol level	None
Puberty and gonadal disorders	None
Athyroidal hypothyroidism	None
Thyroid agenesis	None
Increased circulating procalcitonin concentration	None
Increased circulating procalcitonin level	None
Asymptomatic hyperthyroxinemia	None
Euthyroid hyperthyroxinemia	None
Abnormal endocrine physiology	None
Decreased adiponectin level	None
Pituitary blastoma	None
Abnormal adrenal gland position	None
Ectopic adrenal gland	None
Decreased T3/T4 ratio	None
Abnormal circulating antimullerian hormone concentration	None
Abnormal antimullerian hormone level	None
Primary hypothyroidism	None
Increased serum estriol	None
Diabetes mellitus	None
Pituitary macroadenoma	None
Pituitary gland macroadenoma	None
Increased urinary 11-deoxycortisol level	None
Resistance to thyroid hormone	None
Thyroid hormone receptor defect	None
Impaired sensitivity to thyroid hormone	None
Elevated serum levels of free thyroid hormone with nonsuppressed TSH	None
End-organ unresponsiveness to thyroid hormone	None
Thyroid hormone resistance	None
Anaplastic thyroid carcinoma	None
Abnormal circulating calcium-phosphate regulating hormone concentration	None
Abnormal Ca2+ PO4 regulating hormone level	None
Abnormal Ca-PHOS regulating hormone level	None
Pheochromocytoma, adrenal	None
Pheochromocytomas, adrenal	None
Adrenal pheochromocytoma	None
Mild hypothyroidism	None
Compensated hypothyroidism	None
Subclinical hypothyroidism	None
Decreased circulating cortisol level	None
Decreased cortisol production	None
Low blood cortisol level	None
Glucocorticoid insufficiency	None
Hypocortisolemia	None
Low to undetectable plasma cortisol	None
Plasma cortisol low	None
Hypocortisolism	None
Abnormal serum estriol	None
Abnormality of the pineal gland	None
Insulin-dependent but ketosis-resistant diabetes	None
Hypergastrinemia	None
Elevated gastrin in the blood	None
Increased blood gastrin	None
Diffuse pancreatic islet hyperplasia	None
Abnormality of the hypothalamus-pituitary axis	None
Neoplasm of the anterior pituitary	None
Neoplasm of the pars anterior	None
Neoplasm of the adenohypophysis	None
Lying down adrenal gland	None
Lying down adrenal sign	None
Pancake adrenal gland	None
Elongated adrenal gland	None
Discoid adrenal gland	None
Straight adrenal gland	None
Elevated plasma renin	None
Increased serum renin	None
Increased circulating renin level	None
Elevated blood renin level	None
Increased circulating renin concentration	None
Hyperreninemia	None
Increased plasma renin	None
Intestinal carcinoid	None
Pituitary disease	None
Abnormality of the anterior pituitary	None
Increased circulating ACTH level	None
Increased plasma ACTH	None
High blood corticotropin levels	None
Isosexual precocious puberty	None
Adrenocortical hyperplasia	None
Abnormal serum estradiol	None
Pseudohypoparathyroidism	None
Central diabetes insipidus	None
Neurohypophyseal diabetes insipidus	None
Increased plasma AMH	None
Increased antimullerian hormone level	None
Increased circulating antimullerian hormone concentration	None
Elevated plasma proinsulin	None
Elevated circulating proinsulin concentration	None
Pheochromocytoma, extraadrenal	None
Extraadrenal pheochromocytoma	None
Glomus vagale tumour	None
Vagal nerve tumors	None
Vagal nerve tumours	None
Glomus vagale paraganglioma	None
Glomus vagale tumor	None
Vagal paraganglioma	None
Thyroid hemiagenesis	None
Increased urinary 11-deoxycorticosterone level	None
Pituitary acidophilic stem cell adenoma	None
Abnormal pineal morphology	None
Abnormality of pineal morphology	None
Posterior pituitary dysplasia	None
Neurohypophysis dysplasia	None
Posterior pituitary dysgenesis	None
Decreased pineal volume	None
Non-secretory adrenal adenoma	None
Non-secretory adrenocortical adenoma	None
Carcinoid tumour	None
Carcinoid tumor	None
Carcinoid	None
Carcinoid tumours	None
Carcinoid tumors	None
Abnormal circulating osteocalcin level	None
Abnormality of thyroid morphology	None
Abnormal thyroid morphology	None
Abnormal shape of thyroid gland	None
Insulin-resistant diabetes mellitus at puberty	None
Elevated circulating VEGF concentration	None
Elevated vascular endothelial growth factor level	None
Fibroblast growth factor 23 hormone low in blood	None
Reduced circulating fibroblast growth factor 23 concentration	None
Elevated circulating calcitonin concentration	None
Elevated calcitonin	None
Decreased growth hormone responses to growth hormone-releasing hormone challenge	None
Impaired growth hormone secretory responses after growth hormone-releasing hormone challenge	None
Interrupted pituitary stalk	None
Panhypopituitarism	None
Abnormality of the parathyroid morphology	None
Abnormal parathyroid morphology	None
Decreased gonadotropin-stimulated testosterone-to-androstenedione ratio	None
Decreased plasma testosterone-to-androstenedione ratio	None
Hypopituitarism	None
Impaired cortisol response to insulin stimulation test	None
Abnormal size of pituitary gland	None
Elevated aldosterone:renin ratio	None
Elevated 18-hydroxycorticosterone to aldosterone ratio	None
Elevated follicle-stimulating hormone	None
Increased circulating follicle stimulating hormone level	None
Elevated plasma follicle stimulating hormone	None
Elevated follicle stimulating hormone	None
Elevated circulating follicle stimulating hormone level	None
Elevated FSH level	None
Hypothalamic GNRH deficiency	None
Hypothalamic gonadotropin-releasing hormone deficiency	None
Abnormal response to gonadotropin-releasing hormone stimulation test	None
Abnormal response to GnRH stimulation test	None
Abnormal response to CRH stimulation test	None
Abnormal response to corticotropin releasing hormone stimulation test	None
Macroprolactinoma	None
Ectopic anterior pituitary gland	None
Increased glucagon level	None
ACTH-producing pituitary adenoma	None
Pituitary corticotropic cell adenoma	None
Corticotropin-secreting pituitary adenoma	None
Increased thyroid-stimulating hormone level	None
Increased serum thyroid-stimulating hormone	None
High TSH	None
Increased thyrotropin level	None
Thyroid-stimulating hormone excess	None
Elevated thyroid stimulating hormone	None
TSH excess	None
Elevated thyroid stimulating hormone levels	None
Elevated circulating thyroid-stimulating hormone concentration	None
Increased thyroid-stimulating hormone	None
Elevated circulating vasoactive intestinal peptide concentration	None
Tertiary adrenal insufficiency	None
Corticotropin-releasing hormone deficient adrenal insufficiency	None
CRH deficient adrenal insufficiency	None
Elevated circulating ghrelin concentration	None
Inappropriate normal or low erythropoietin	None
Thyroid follicular adenoma	None
Decreased circulating catecholamine concentration	None
Small pituitary gland	None
Decreased circulating dihydrotestosterone concentration	None
Increased adiponectin level	None
Enlarged adrenal glands	None
Adrenal hyperplasia	None
Thyroid dysgenesis	None
Thyroid dysplasia	None
Adrenal carcinoma	None
Adrenocortical carcinoma	None
Adrenal gland carinoma	None
Adrenal leiomyoma	None
Neoplasm of the thymus	None
Parathyroid disease	None
Abnormality of the parathyroid gland	None
High urinary gonadotropin level	None
Graves disease	None
Morbus Basedow	None
Accessory ectopic thyroid tissue	None
Abnormal serum level of immunoglobulin	None
Abnormal immunoglobulin concentration	None
Abnormal circulating immunoglobulin concentration	None
Abnormal serum immunoglobulin levels	None
Immunoglobulin abnormality	None
Abnormal immunoglobulin level	None
Abnormal serum immunoglobulin concentration	None
High intracellular Na	None
Increased intracellular Na+ levels	None
Increased intracellular sodium	None
Decreased circulating IgG4 level	None
Decreased circulating IgG4 concentration	None
Decreased IgG4 level in blood	None
Absence of peroxisomes	None
Transient decreased IgG2 in blood	None
Transient decreased circulating IgG2	None
Defective DNA repair after ultraviolet radiation damage	None
Abnormal IgG level in blood	None
Abnormal circulating IgG concentration	None
Abnormal circulating IgG level	None
Cardiomyocyte disarray	None
Cardiac biopsy: myocyte disarray	None
Myocardial sarcomere disarray	None
Myocardial sarcomeric disarray	None
Abnormality of chromosome segregation	None
Chronic (near) absent IgG2 in blood	None
Chronic (near) absent circulating IgG2	None
Decreased activities of mitochondrial-encoded respiratory chain complexes	None
Decreased activity of mitochondrial respiratory chain	None
Decreased activity of mitochondrial respiratory complexes	None
Increased anti-drug IgE antibody level	None
Increased level of anti-drug IgE antibody	None
Depletion of mitochondrial DNA in liver	None
Mitochondrial lysine transport defect	None
Increased circulating IgG subclass	None
Decreased immunoglobulin level in body fluid	None
Decreased IgM	None
Decreased circulating total IgM	None
IgM deficiency	None
Decreased IgM level	None
Reduced IgM levels	None
Intracellular accumulation of Dol-PP-GlcNAc2Man5	None
Flexner-Wintersteiner rosette	None
Defective interstrand cross-link repair	None
Gamma heavy-chain disease	None
IgG heavy chain paraproteinemia	None
Tendency to chromosomal breakage	None
Increased chromosomal breakage	None
Chromosome breakage	None
High frequency of chromosome breaks in lymphocytes	None
Multiple chromosomal breaks	None
Increased chromosomal breakage rate	None
Abnormal CD69 upregulation upon TCR activation	None
Abnormal circulating IgA concentration	None
Abnormal IgA level in blood	None
Abnormal circulating IgA level	None
Hypergammaglobulinaemia	None
Hyperglobulinemia	None
Increased serum gamma globulin	None
Elevated immunoglobulin levels	None
Hypergammaglobulinemia	None
Increased antibody level in blood	None
Increased gamma globulin	None
Raised immunoglobulin levels	None
Increased circulating antibody concentration	None
Increased immunoglobulin level	None
Increased circulating antibody level	None
Decreased plasma free carnitine	None
Impaired delayed hypersensitivity	None
Reduced delayed hypersensitivity	None
Decreased reactivity to skin test antigens	None
Deficiency of delayed skin hypersensitivity	None
Increased hepatitis A virus antibody level	None
Prolonged G2 phase of cell cycle	None
Monoclonal elevation of intact IgG	None
Decreased activity of the pyruvate dehydrogenase complex	None
Pyruvate dehydrogenase complex deficiency	None
Decreased activity of the PDH complex	None
Decreased T-cell activation	None
Defective T cell activation	None
Decreased T-lymphocyte activation	None
Profound depletion of T4+ lymphocytes	None
Decreased T lymphocyte activation	None
Decreased T cell activation	None
IgM heavy chain paraproteinemia	None
Cellular metachromasia	None
Increased sensitivity to ionizing radiation	None
Reduced fibroblast surface marker level	None
Abnormality of B cell physiology	None
Reduced B cell function	None
Increased hepatitis C virus antibody level	None
Dysgammaglobulinemia	None
Abnormality of cell physiology	None
Abnormal cellular physiology	None
Cardiomyocyte inclusion bodies	None
Reduced fibroblast CD16 level	None
Decreased CD69 upregulation upon TCR activation	None
Decreased expression of GPI-anchored proteins on the cell surface	None
Reduced cellular cobalamin uptake	None
Increased circulating IgG3 level	None
Mitochondrial depletion	None
Increased hepatitis B virus antibody level	None
Decreased circulating IgG3 concentration	None
Decreased circulating IgG3 level	None
Decreased IgG3 level in blood	None
Oligoclonal elevation of circulating IgG	None
Abnormal CD25 upregulation upon TCR activation	None
Elevated immunoglobulin E	None
High immunoglobulin E	None
Increased circulating IgE level	None
Elevated serum IgE	None
Increased circulating IgE concentration	None
Abnormality of T cell physiology	None
Short telomere length	None
Decreased circulating IgE	None
Decreased IgE	None
IgE deficiency	None
Decreased circulating IgE concentration	None
Monoclonal elevation of IgG lambda chain	None
Oxidative stress	None
Increased reactive oxygen species production	None
Increased ROS production	None
Partial absence of specific antibody response to unconjugated pneumococcus vaccine	None
Poor CD25 upregulation upon TCR activation	None
Reduced IL2RA upregulation upon TCR activation	None
Decreased CD25 upregulation upon TCR activation	None
Cardiomyocyte mitochondrial proliferation	None
Abnormal zona pellucida morphology	None
Absent natural antibody to blood group agents	None
Complete or near-complete absence of isohemagglutinins	None
Absent isohemagglutinin level	None
Transient decreased circulating total IgG	None
Decreased total IgA in blood	None
Decreased circulating total IgA	None
Total immunoglobulin A deficiency	None
Abnormal cardiomyocyte morphology	None
Abnormal cardiac muscle cell morphology	None
Intraaxonal accumulation of curvilinear autofluorescent lipopigment storage material	None
Intraaxonal accumulation of curvilinear profiles	None
Impaired Ag-specific T cell proliferation	None
Reduced antigen-specific T cell proliferation	None
Impaired cellular adaptive immune response	None
Impaired activated T cell proliferation	None
Antigen-specific T cell proliferation defect	None
Abnormal cardiomyocyte mitochondrial morphology	None
Pathological inclusion body	None
Abnormal delayed hypersensitivity skin test	None
Gaucher cells	None
Abnormality of lysosomal metabolism	None
Increased anti-fungi IgE antibody level	None
Increased anti-fungal IgE antibody level	None
Increased anti-fungus IgE antibody level	None
Paucity of peroxisomes	None
Abnormality of chromosome stability	None
Increased circulating IgG1 level	None
Deficiency or absence of cytochrome b(-245)	None
Deficiency or absence of cytochrome b	None
Increased anti-house dust IgE antibody level	None
Increased anti-house dust mite IgE antibody level	None
Increased level of anti-house dust IgE antibody	None
Increased level of anti-animal protein IgE antibody	None
Increased anti-animal protein IgE antibody level	None
Chromosomal breakage induced by diepoxybutane	None
Chromosomal breakage induced by crosslinking agents	None
Chromosomal breakage induced by mitomycin C	None
Transient decreased IgG3 in blood	None
Transient decreased circulating IgG3	None
Type III procollagen synthesis by fibroblasts low	None
Reduced fibroblast type III procollagen synthesis	None
Increased immunoglobulin level in body fluid	None
Increased activity of mitochondrial respiratory chain	None
Rectilinear profiles ultrastructurally	None
Rectilinear intracellular accumulation of autofluorescent lipopigment storage material	None
Perinuclear cardiomyocyte vacuolization	None
Respiratory complex II deficiency	None
Decreased activity of mitochondrial complex II	None
Decreased circulating IgG1 level	None
Decreased IgG1 level in blood	None
Decreased circulating IgG1 concentration	None
Reduced CD95-induced lymphocyte apoptosis	None
Monoclonal elevation of IgG light chain	None
Abnormal lysosomal morphology	None
Decreased mitochondrial number	None
Homer Wright rosette	None
Specific anti-polysaccharide antibody deficiency	None
Decreased specific anti-polysaccharide antibody level	None
Low specific anti-polysaccharide antibody titer	None
Depressed antibody response to polysaccharide antigens	None
Abnormal circulating IgD level	None
Abnormal circulating IgD concentration	None
Abnormal IgD level in blood	None
Abnormal cardiomyocyte plakoglobin staining	None
Complete or near-complete absence of specific antibody response to unconjugated pneumococcus vaccine	None
Defective B cell differentiation	None
Increased anti-galactose-alpha-1, 3 galactose IgE antibody level	None
Increased anti-alpha-gal IgE antibody level	None
Chronic partially decreased IgG1 in blood	None
Chronic partially decreased circulating IgG1	None
Abnormal circulating IgM concentration	None
Abnormal IgM level in blood	None
Abnormal circulating IgM level	None
Depletion of mitochondrial DNA in muscle tissue	None
Depletion of mitochondrial dna in skeletal muscle tissue	None
Transient decreased circulating IgA	None
Cardiomyocyte degeneration	None
Chronic decreased circulating IgG1	None
Chronic decreased IgG1 in blood	None
Increased anti-nut food product IgE antibody level	None
Abnormal chromosome morphology	None
Enlarged peroxisomes	None
Peroxisomal enlargement	None
Cellular hypersensitivity to diepoxybutane	None
Oligoclonal elevated circulating IgE concentration	None
Oligoclonal elevation of circulating IgE	None
Mitochondrial dysfunction	None
Abnormality of mitochondrial metabolism	None
Abnormal mitochondria in muscle	None
Abnormal mitochondria in muscle tissue	None
Impaired T cell function	None
T-cell dysfunction	None
Decreased circulating IgG2 level	None
Decreased circulating IgG2 concentration	None
Immunoglobulin IgG2 deficiency	None
Decreased IgG2 level in blood	None
Reduced IgG2 levels	None
Elevated intracellular cystine	None
Long chain 3 hydroxyacyl coA dehydrogenase deficiency	None
Short-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency	None
Decreased 3-hydroxyacyl-CoA dehydrogenase level	None
Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase deficiency	None
Absent zona pellucida	None
Reduced lymphocyte proliferation to mitogen	None
Decreased lymphocyte proliferation in response to mitogen	None
Waldenstrom macroglobulinemia	None
Monoclonal immunoglobulin M proteinemia	None
Abnormal mitochondrial morphology	None
Abnormal mitochondrion morphology	None
Increased anti-gluten IgE antibody level	None
Increased level of anti-gluten IgE antibody	None
Increased anti-insect IgE antibody level	None
Reduced granulocyte CD59 level	None
Abnormal Langerhans cell morphology	None
Increased level of anti-food allergen IgE antibody	None
Increased anti-food allergen IgE antibody level	None
Abnormal lymphocyte physiology	None
Elongated mitochondria	None
Oligoclonal elevation of circulating IgM	None
Secretory IgA deficiency	None
Decreased plasma total carnitine	None
Mitochondrial swelling	None
Heavy-chain paraproteinemia	None
